id,geo_point_2d,secteur,commune,antenne_mairie,adresse,perimetre_pave,type_dechet_code,type_dechet,type_conteneur_code,type_conteneur,volume_m3,marque,modele,modele_info_sup,type_avaloir,type_collecteur,nom_collecteur,etat,etat_info_sup,date_info_etat,date_instal_conteneur_sup,type_installation,date_renouvellement_materiel,x_longitude,y_latitude
5073,"45.25517,5.6645",Nord-Ouest,Fontanil Cornillon,,Place de la Fontaine,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.664501,45.255168
3106,"45.0858,5.77612",Grand-Sud,Vizille,,Collège Les Mattons (Cuisines cantine) / 396 Avenue de Vénaria,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.776124,45.085795
2120,"45.05608,5.77234",Grand-Sud,Vizille,,Déchèterie (Péage de Vizille) / 526 Rue du Maquis de l'Oisans (RD 1091),,PAP,papier,CA,aérien,4.0,UTPM,Ecobox,,,Prestataire,Lely,Bon,,,,,,5.772468,45.056022
2115,"45.07362,5.77282",Grand-Sud,Vizille,,Ecole du Château (parking devant école) / Rue Emile Cros,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.772824,45.073623
3124,"45.05532,5.77762",Grand-Sud,Vizille,,Ecole Paul Langevin (Péage de Vizille) / 441 Rue Paul Langevin,,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Sale,,,,,,5.777624,45.055316
3126,"45.05532,5.77761",Grand-Sud,Vizille,,Ecole Paul Langevin (Péage de Vizille) / 441 Rue Paul Langevin,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.777615,45.055325
5077,"45.25453,5.66662",Nord-Ouest,Fontanil Cornillon,,Rue Bach / Chemin de Claretière / Place du Marché,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2008,,,5.666619,45.254527
3004,"45.25318,5.7201",Nord-Ouest,Quaix en Chartreuse,,Ecole / 215 Route de Clémencières,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.720104,45.253183
5107,"45.25109,5.66153",Nord-Ouest,Fontanil Cornillon,,Rue Chancelière (vers Allée des Orchidées),Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2010,,,5.661531,45.251086
5099,"45.2486,5.66423",Nord-Ouest,Fontanil Cornillon,,Rue Chancelière / Rue Babière,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.664233,45.248603
5100,"45.24867,5.66425",Nord-Ouest,Fontanil Cornillon,,Rue Chancelière / Rue Babière,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.664252,45.248665
5101,"45.24865,5.66427",Nord-Ouest,Fontanil Cornillon,,Rue Chancelière / Rue Babière,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.664271,45.248652
5098,"45.2486,5.66418",Nord-Ouest,Fontanil Cornillon,,Rue Chancelière / Rue Babière,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2010,,,5.664181,45.248596
5102,"45.24864,5.66429",Nord-Ouest,Fontanil Cornillon,,Rue Chancelière / Rue Babière,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2010,,,5.664294,45.248637
5086,"45.2529,5.66655",Nord-Ouest,Fontanil Cornillon,,Rue du Rafour / Parc municipal / Gymnase Lionel Terray,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.666549,45.2529
5052,"45.17129,5.70262",Nord-Ouest,Grenoble,3,11-13 Rue Albert Thomas,Mistral,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.702621,45.171292
5053,"45.17127,5.70259",Nord-Ouest,Grenoble,3,11-13 Rue Albert Thomas,Mistral,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.702595,45.171274
5045,"45.17219,5.70263",Nord-Ouest,Grenoble,3,1-3 Rue Albert Thomas,Mistral,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Bon,,,,,,5.702626,45.172188
5058,"45.16983,5.70313",Nord-Ouest,Grenoble,3,"27, 29, 31, 33 Rue Albert Thomas",Mistral,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Sale,,,,,,5.70313,45.16983
5063,"45.1692,5.7031",Nord-Ouest,Grenoble,3,"39, 41, 43, 45 Rue Albert Thomas",Mistral,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Sale,,,,,,5.703101,45.169198
5039,"45.17241,5.70381",Nord-Ouest,Grenoble,3,49 Rue Anatole France,Mistral,CS,collecte sélective,CE,enterré,3.0,Citec,,,,Régie,Métro,Bon,,,,,,5.70381,45.172414
5040,"45.17254,5.7032",Nord-Ouest,Grenoble,3,51-53 Rue Anatole France,Mistral,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Bon,,,,,,5.703201,45.172536
5046,"45.17183,5.70262",Nord-Ouest,Grenoble,3,5-7 Rue Albert Thomas,Mistral,CS,collecte sélective,CE,enterré,3.0,Citec,,,,Régie,Métro,Sale,,,,,,5.702616,45.171833
3107,"45.08302,5.77473",Grand-Sud,Vizille,,Gymnase Guy Mocquet / 106 Avenue de Vénaria,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.774727,45.083019
2103,"45.08305,5.77473",Grand-Sud,Vizille,,Gymnase Guy Mocquet / 106 Avenue de Vénaria,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.774732,45.083087
3100,"45.08523,5.77116",Grand-Sud,Vizille,,Julian Grimaud / Avenue de Vénaria / Rue Julian Grimaud,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.77116,45.085231
5047,"45.17183,5.70264",Nord-Ouest,Grenoble,3,5-7 Rue Albert Thomas,Mistral,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.702639,45.171833
5048,"45.17182,5.70262",Nord-Ouest,Grenoble,3,5-7 Rue Albert Thomas,Mistral,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Usé,,2018-06,,,,5.702615,45.171816
5324,"45.16151,5.73499",Sud,Grenoble,6,14 Allée des Genêts / Crêche des Frênes,Villeneuve,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2015-11,,,5.734987,45.161509
5050,"45.17155,5.70261",Nord-Ouest,Grenoble,3,9 Rue Albert Thomas,Mistral,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Sale,,,,,,5.702608,45.171549
5049,"45.17157,5.70261",Nord-Ouest,Grenoble,3,9 Rue Albert Thomas,Mistral,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.702609,45.171574
2094,"45.12204,5.80424",Grand-Sud,Vaulnaveys le Haut,,Déchèterie / Mas des Bessins / Route D5E,,PAP,papier,CA,aérien,4.0,UTPM,Ecobox,,,Prestataire,Lely,Bon,,,,,,5.804242,45.122036
3104,"45.08523,5.77116",Grand-Sud,Vizille,,Julian Grimaud / Avenue de Vénaria / Rue Julian Grimaud,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,?_?_?_A_?,,Prestataire,Lely,Bon,,,,,2018-01-08 (???),5.771159,45.085235
5095,"45.16579,5.73141",Sud,Grenoble,6,30 Galerie de l'Arlequin / CCAS,Villeneuve,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.731407,45.165786
5060,"45.1695,5.70311",Nord-Ouest,Grenoble,3,"35, 37 Rue Albert Thomas",Mistral,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Sale,,,,,,5.703114,45.169498
5061,"45.16947,5.70311",Nord-Ouest,Grenoble,3,"35, 37 Rue Albert Thomas",Mistral,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.703113,45.169472
5325,"45.16151,5.73499",Sud,Grenoble,6,14 Allée des Genêts / Crêche des Frênes,Villeneuve,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2015-11,,,5.734987,45.161509
3089,"45.11273,5.80779",Grand-Sud,Vaulnaveys le Bas,,Passe-Rivière / Station de pompage / 433 Route des Pénitents Blancs,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI/Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.807789,45.112725
2065,"45.01031,5.69763",Grand-Sud,Notre Dame de Commiers,,Cimetière / 1-3 Chemin de la Cluse (nouveau cimetière situé 100m en contrebas de l'église),,PAP,collecte sélective,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.697475,45.010303
2066,"45.01033,5.69768",Grand-Sud,Notre Dame de Commiers,,Cimetière / 1-3 Chemin de la Cluse (nouveau cimetière situé 100m en contrebas de l'église),,PAP,collecte sélective,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.697659,45.010301
3066,"45.01032,5.69767",Grand-Sud,Notre Dame de Commiers,,Cimetière / 1-3 Chemin de la Cluse (nouveau cimetière situé 100m en contrebas de l'église),,EMB,collecte sélective,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.697652,45.010308
5362,"45.16964,5.73408",Nord-Est,Grenoble,5,Rue Gérard Philippe (face n° 22) / Place Charles Dullin Sud,Malherbe,CS,collecte sélective,CE,enterré,5.0,V-Consyst,?,,,Régie,Métro,Bon,,,,,,5.734079,45.169637
5361,"45.16968,5.73408",Nord-Est,Grenoble,5,Rue Gérard Philippe (face n° 22) / Place Charles Dullin Sud,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.734078,45.169677
3112,"45.07924,5.77385",Grand-Sud,Vizille,,Place du Marché / Place Henri Barbusse,,EMB,emballages,CE,enterré,0.0,Villiger,?,,,Prestataire,Lely,Usé,,,,,,5.77385,45.079244
3168,"45.19679,5.69308",Nord-Ouest,Fontaine,,2 Rue Romain Rolland / Centre social / Boulodrome / Square Sommatino,ZAC Bastille,CS,collecte sélective,CA,aérien,4.0,Biloba,Ecobois Neo,"Biloba Ecobois E2039A Kinshofer, sonde",,Régie,Métro,,,,2017-05-04,Conteneur supplémentaire sur site de collecte existant,2019-06-05,5.6930828266052,45.196793502552
3146,"45.06907,5.76613",Grand-Sud,Vizille,,Parking Lycée / Gendarmerie / Avenue Pasteur,,PAP,papier,CA,aérien,5.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2017-printemps,Colonne Emballages supplémentaire,,5.76613,45.069065
3154,"45.08046,5.73396",Grand-Sud,Champ sur Drac,,115 Avenue du Pavillon / Parking école,,CS,collecte sélective,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2018-06-07,Création nouveau site de collecte,,5.733959,45.080459
3158,"45.08168,5.74067",Grand-Sud,Champ sur Drac,,Déchèterie / Rue Léo Lagrange,,CS,collecte sélective,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2018-08-23,Colonne Emballages/Papier supplémentaire sur site pré-existant,,5.740665,45.081677
5006,"45.20144,5.73404",Nord-Est,Grenoble,2,3 Quai des Allobroges,Saint Laurent,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Sale,,,,,,5.734038,45.201439
5004,"45.19379,5.72495",Nord-Est,Grenoble,2,66-68 Quai Perrière,Saint Laurent,CS,collecte sélective,CE,enterré,3.0,Citec,,,,Régie,Métro,Bon,,,,,,5.724953,45.193788
5001,"45.19378,5.72489",Nord-Est,Grenoble,2,66-68 Quai Perrière,Saint Laurent,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.72489,45.193777
5005,"45.20142,5.73403",Nord-Est,Grenoble,2,3 Quai des Allobroges,Saint Laurent,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Usé,,2018-06,,,,5.73403,45.20142
5003,"45.19378,5.72493",Nord-Est,Grenoble,2,66-68 Quai Perrière,Saint Laurent,CS,collecte sélective,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.724933,45.193785
5002,"45.19378,5.72491",Nord-Est,Grenoble,2,66-68 Quai Perrière,Saint Laurent,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.724912,45.193781
5021,"45.17097,5.74351",Nord-Est,Grenoble,5,11 Rue Gaston Letonnelier,Teisseire,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Bammens,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.743514,45.17097
1036,"45.2116,5.78431",Nord-Est,Meylan,,Rue des Tisserants / Allée du Marais,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,28 oct 2010,,,5.784311,45.211601
5435,"45.14633,5.70047",Sud,Echirolles,,14-16-18 Avenue Danièle Casanova,La Luire,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,Evolution L,Tulip G5,double tambour,Régie,Métro,,,,2019-05-06,,,5.700638637893,45.146765259529
5125,"45.19809,5.69308",Nord-Ouest,Fontaine,,Boulevard Joliot Curie / Place de la Commune de Paris,ZAC Bastille,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2011-01,,,5.693083,45.198092
5128,"45.19854,5.69262",Nord-Ouest,Fontaine,,Boulevard Joliot Curie / Rue de la Bastille,ZAC Bastille,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.692618,45.198543
5153,"45.2474,5.67003",Nord-Ouest,Fontanil Cornillon,,31 rue du Rocher / 23 rue Grange de l'Or,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2011-07,,,5.670032,45.247401
5384,"45.25418,5.66115",Nord-Ouest,Fontanil Cornillon,,3a Impasse des Mûriers,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.661147,45.254179
5383,"45.25416,5.66111",Nord-Ouest,Fontanil Cornillon,,3a Impasse des Mûriers,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2017-10,,,5.661109,45.254163
5071,"45.25071,5.6686",Nord-Ouest,Fontanil Cornillon,,49 Rue du Cornillon,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.668598,45.250709
5070,"45.25068,5.66863",Nord-Ouest,Fontanil Cornillon,,49 Rue du Cornillon,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2008,,,5.668628,45.250684
5074,"45.25886,5.66364",Nord-Ouest,Fontanil Cornillon,,Allée de la Cerisaie / Cimetière,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2008,,,5.66364,45.258855
5350,"45.17153,5.73432",Nord-Est,Grenoble,5,Rue Paul Claudel / Rue Gérard Philippe / Place Charles Dullin Nord,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.73432,45.171532
5217,"45.19679,5.69301",Nord-Ouest,Fontaine,,2 Rue Romain Rolland / Centre social / Boulodrome / Square Sommatino,ZAC Bastille,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,,2014-06,,,5.693008,45.196788
3167,"45.20886,5.79573",Nord-Est,Meylan,,53 Chemin du Vieux Chêne,,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Régie,Métro,,,,2018-11-22,Nouveau site de collecte (expérimention 6 mois),,5.7957310202018,45.20886361865
5419,"45.2542,5.66229",Nord-Ouest,Fontanil Cornillon,,25-27 rue de Palluel,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Plastic Omnium,Minimax 4,,double tambour,Régie,Métro,Bon,,,2018-12-28,,,5.662292,45.254203
5067,"45.24836,5.66896",Nord-Ouest,Fontanil Cornillon,,Rue du Rocher / Rue des Ecoles / Rue Meyretière (rond-point),Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Usé,,2018-06,,,,5.668962,45.248356
5088,"45.2568,5.66482",Nord-Ouest,Fontanil Cornillon,,Rue Fetola / MJC / Entrepierre,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.664823,45.256801
5087,"45.25682,5.6648",Nord-Ouest,Fontanil Cornillon,,Rue Fetola / MJC / Entrepierre,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2009,,,5.664799,45.256817
1016,"45.22569,5.78473",Nord-Est,Meylan,,Chemin de Rochasson / Chemin de l'Eglise,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Usé,Citec_Cyclea_2.5_A_c,,2009-11-25,,,5.784735,45.225687
5055,"45.17084,5.70258",Nord-Ouest,Grenoble,3,15 Rue Albert Thomas,Mistral,CS,collecte sélective,CE,enterré,3.0,Citec,,,,Régie,Métro,Bon,,,,,,5.702584,45.170836
5054,"45.17084,5.70256",Nord-Ouest,Grenoble,3,15 Rue Albert Thomas,Mistral,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.702557,45.170837
5059,"45.16981,5.70313",Nord-Ouest,Grenoble,3,"27, 29, 31, 33 Rue Albert Thomas",Mistral,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Sale,,2018-06,,,,5.703129,45.169806
3135,"45.26334,5.69963",Nord-Ouest,Proveysieux,,Ecole / Route du Gua (D105),,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2016-08-24,,,5.699628,45.263342
3153,"45.24836,5.69678",Nord-Ouest,Proveysieux,,Grange Haute,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,2018-04-18,Colonne Emballages supplémentaire sur site pré-existant,,5.696783,45.248439
3001,"45.24827,5.69676",Nord-Ouest,Proveysieux,,Grange Haute,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.696759,45.248272
2002,"45.28237,5.71067",Nord-Ouest,Proveysieux,,Pomarey / Salle des fêtes / Bibliothèque,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.710273,45.282373
3002,"45.28238,5.71062",Nord-Ouest,Proveysieux,,Pomarey / Salle des fêtes / Bibliothèque,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.710273,45.282373
505,"45.17147,5.71811",Sud,Grenoble,4,Rue Marquian / Chemin des Alpins,,VER,verre,CA,aérien,3.0,Citec,,,,Régie,Métro,Bon,Citec__3_A_c,,,,,5.718107,45.171466
3003,"45.25323,5.70038",Nord-Ouest,Quaix en Chartreuse,,Bas de Quaix / Route de Saint Egrève,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.700504,45.252981
5437,"45.1459,5.70032",Sud,Echirolles,,20-22-24 Avenue Danièle Casanova,La Luire,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,Evolution L,Tulip G5,double tambour,Régie,Métro,,,,2019-05-06,,,5.7004690579045,45.146329113442
5441,"45.23088,5.67975",Nord-Ouest,Saint Egrève,,21 Rue de la Contamine / Mas des Lys,Mas des Lys,OMR,ordures ménagères résiduelles,CE,enterré,5.0,,,,,Régie,Métro,,,,2019-11-12,Nouveau site de collecte,,5.6797393787828,45.230909085382
5442,"45.23086,5.67978",Nord-Ouest,Saint Egrève,,21 Rue de la Contamine / Mas des Lys,Mas des Lys,OMR,ordures ménagères résiduelles,CE,enterré,5.0,,,,,Régie,Métro,,,,2019-11-12,Nouveau site de collecte,,5.6797218033511,45.230899413824
5443,"45.23085,5.67975",Nord-Ouest,Saint Egrève,,21 Rue de la Contamine / Mas des Lys,Mas des Lys,OMR,ordures ménagères résiduelles,CE,enterré,5.0,,,,,Régie,Métro,,,,2019-11-12,Nouveau site de collecte,,5.6796784464485,45.230876229564
5438,"45.14593,5.70032",Sud,Echirolles,,20-22-24 Avenue Danièle Casanova,La Luire,CS,collecte sélective,CE,enterré,5.0,Citec,Evolution L,Tulip G5,,Régie,Métro,,,,2019-05-06,,,5.700470425333,45.146358137356
5439,"45.14548,5.70013",Sud,Echirolles,,26-28-30 Avenue Danièle Casanova,La Luire,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,Evolution L,Tulip G5,double tambour,Régie,Métro,,,,2019-05-06,,,5.7003186201237,45.145895743969
5434,"45.14679,5.70064",Sud,Echirolles,,8-10-12 Avenue Danièle Casanova,La Luire,CS,collecte sélective,CE,enterré,5.0,Citec,Evolution L,Tulip G5,,Régie,Métro,,,,2019-05-06,,,5.700638637893,45.146765259529
5433,"45.14677,5.70064",Sud,Echirolles,,8-10-12 Avenue Danièle Casanova,La Luire,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,Evolution L,Tulip G5,double tambour,Régie,Métro,,,,2019-05-06,,,5.700638637893,45.146765259529
3149,"45.2494,5.74245",Nord-Ouest,Quaix en Chartreuse,,Montquaix - Combe Blanche / 1382 Route de Sarcenas,,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2018-02-08,Création nouveau site de collecte Emballages à côté du site de collecte OMR existant,,5.7305,45.246501
2131,"45.24934,5.74249",Nord-Ouest,Quaix en Chartreuse,,Montquaix - Combe Blanche / 1382 Route de Sarcenas,,PAP,papier,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2018-02-08,"Installation nouvelle plateforme de tri (colonnes aériennes emballages, papier et verre) à côté du CSE OMR existant",,5.730449,45.246469
5239,"45.23379,5.67814",Nord-Ouest,Saint Egrève,,2 Rue Saint Robert / Avenue Général De Gaulle / Chateau Tourette,RN75,CS,collecte sélective,CE,enterré,5.0,Astech,,,,Régie,Métro,Bon,,,,,,5.678136,45.233786
5240,"45.23376,5.67816",Nord-Ouest,Saint Egrève,,2 Rue Saint Robert / Avenue Général De Gaulle / Chateau Tourette,RN75,CS,collecte sélective,CE,enterré,5.0,Astech,,,,Régie,Métro,Bon,,,,,,5.678158,45.23376
5237,"45.23373,5.67818",Nord-Ouest,Saint Egrève,,2 Rue Saint Robert / Avenue Général De Gaulle / Chateau Tourette,RN75,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Astech,,,double tambour,Régie,Métro,Bon,,2018-06,2014-09,,,5.678181,45.233731
5238,"45.2337,5.6782",Nord-Ouest,Saint Egrève,,2 Rue Saint Robert / Avenue Général De Gaulle / Chateau Tourette,RN75,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Astech,,,double tambour,Régie,Métro,Bon,,2018-06,2014-09,,,5.678202,45.233704
5332,"45.24396,5.66657",Nord-Ouest,Saint Egrève,,20-20bis Rue de la Chartreuse,Châtelard,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.66657,45.24396
5334,"45.24463,5.66598",Nord-Ouest,Saint Egrève,,20ter-22 Rue de la Chartreuse,Châtelard,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.665981,45.244626
5336,"45.24511,5.66721",Nord-Ouest,Saint Egrève,,22ter-24-26 Rue de la Chartreuse,Châtelard,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,,2015-02,,,5.667209,45.245114
5234,"45.23175,5.68027",Nord-Ouest,Saint Egrève,,25 Avenue Général De Gaulle / Commerces / Faubourg,RN75,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Astech,,,double tambour,Régie,Métro,Bon,,2018-06,2015-01,,,5.680266,45.231752
5235,"45.23173,5.68023",Nord-Ouest,Saint Egrève,,25 Avenue Général De Gaulle / Commerces / Faubourg,RN75,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Astech,,,double tambour,Régie,Métro,Bon,,2018-06,2015-01,,,5.680232,45.231731
5256,"45.24467,5.66769",Nord-Ouest,Saint Egrève,,28 Rue de la Chartreuse,Châtelard,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.667694,45.24467
5254,"45.24459,5.66776",Nord-Ouest,Saint Egrève,,28 Rue de la Chartreuse,Châtelard,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,,2015-02,,,5.667757,45.244587
5255,"45.24463,5.66773",Nord-Ouest,Saint Egrève,,28 Rue de la Chartreuse,Châtelard,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,,2015-02,,,5.667728,45.244628
5229,"45.23178,5.68176",Nord-Ouest,Saint Egrève,,Impasse du Châtelet / aire de retournement en bout d'impasse,RN75,CS,collecte sélective,CE,enterré,5.0,Astech,,,,Régie,Métro,Bon,,,,,,5.681758,45.231779
5230,"45.23181,5.68173",Nord-Ouest,Saint Egrève,,Impasse du Châtelet / aire de retournement en bout d'impasse,RN75,CS,collecte sélective,CE,enterré,5.0,Astech,,,,Régie,Métro,Bon,,,,,,5.681727,45.231805
5227,"45.23173,5.68182",Nord-Ouest,Saint Egrève,,Impasse du Châtelet / aire de retournement en bout d'impasse,RN75,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Astech,,,double tambour,Régie,Métro,Bon,,,2014-09,,,5.681821,45.23173
5228,"45.23175,5.68179",Nord-Ouest,Saint Egrève,,Impasse du Châtelet / aire de retournement en bout d'impasse,RN75,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Astech,,,double tambour,Régie,Métro,Bon,,,2014-09,,,5.681791,45.231753
5223,"45.23086,5.68211",Nord-Ouest,Saint Egrève,,Impasse du Châtelet / côté n°12 / Immeubles Châtelet,RN75,CS,collecte sélective,CE,enterré,5.0,Astech,,,,Régie,Métro,Bon,,,,,,5.682114,45.230857
